order_id,order_date,quantity,discount,revenue,price,category,income_band,age,gender
364,2023-01-14,4,0.0,9828.0,2457.0,Electronics,Mid,21,Female
365,2024-01-01,2,0.2,7900.8,4938.0,Fashion,Mid,59,Female
366,2023-06-02,1,0.0,1588.0,1588.0,Fashion,High,59,Male
367,2023-01-10,4,0.0,10440.0,2610.0,Fashion,Mid,30,Female
368,2023-08-30,2,0.0,5054.0,2527.0,Electronics,Low,28,Female
369,2023-09-26,2,0.0,2530.0,1265.0,Beauty,High,60,Male
370,2023-11-30,1,0.0,559.0,559.0,Fashion,Low,24,Female
371,2023-04-19,2,0.0,5604.0,2802.0,Fashion,Mid,26,Male
372,2023-01-15,2,0.0,8188.0,4094.0,Fashion,Low,30,Male
373,2023-02-02,1,0.0,1260.0,1260.0,Beauty,Low,48,Female
374,2023-03-04,4,0.1,8031.6,2231.0,Fashion,Mid,34,Female
375,2023-01-25,4,0.0,13700.0,3425.0,Electronics,High,40,Female
376,2023-03-04,4,0.0,19780.0,4945.0,Electronics,Low,59,Female
377,2023-02-17,3,0.0,7581.0,2527.0,Electronics,Mid,51,Male
378,2023-06-03,2,0.2,2540.8,1588.0,Fashion,Low,26,Female
379,2023-03-24,3,0.1,13332.6,4938.0,Fashion,High,35,Female
380,2023-08-22,1,0.2,437.6,547.0,Electronics,High,47,Female
381,2023-06-06,3,0.0,7800.0,2600.0,Fashion,Mid,46,Male
382,2023-07-12,2,0.2,7489.6,4681.0,Electronics,High,33,Male
383,2023-08-28,2,0.0,1094.0,547.0,Electronics,High,58,Female
384,2023-03-15,3,0.0,4620.0,1540.0,Beauty,Low,48,Female
385,2023-06-27,3,0.2,6724.8,2802.0,Fashion,Mid,38,Male
386,2023-07-09,3,0.0,14649.0,4883.0,Beauty,Mid,26,Male
387,2023-10-16,2,0.1,2457.0,1365.0,Electronics,Mid,33,Female
388,2023-03-18,3,0.0,14814.0,4938.0,Fashion,Low,29,Female
389,2023-05-03,1,0.1,2349.0,2610.0,Fashion,Mid,37,Female
390,2023-08-22,3,0.2,9825.6,4094.0,Fashion,High,43,Female
391,2023-11-26,1,0.1,2536.2000000000003,2818.0,Electronics,Mid,45,Male
392,2023-02-26,1,0.0,2563.0,2563.0,Fashion,High,24,Female
393,2023-02-23,2,0.0,5054.0,2527.0,Electronics,Low,60,Female
394,2023-10-18,4,0.1,11440.800000000001,3178.0,Beauty,Low,45,Male
395,2023-04-03,2,0.1,1265.4,703.0,Fashion,High,43,Female
396,2023-06-27,3,0.0,7371.0,2457.0,Electronics,Low,30,Male
397,2023-03-10,2,0.1,1405.8,781.0,Beauty,Mid,33,Female
398,2023-01-13,3,0.2,6763.200000000001,2818.0,Electronics,Low,19,Male
399,2023-08-31,4,0.1,15040.800000000001,4178.0,Fashion,Low,26,Female
400,2023-06-23,4,0.2,11136.0,3480.0,Fashion,High,35,Male
401,2023-01-15,2,0.2,4176.0,2610.0,Fashion,Mid,34,Female
402,2023-03-05,2,0.2,3998.4,2499.0,Fashion,Low,56,Male
403,2023-05-12,4,0.1,1969.2,547.0,Electronics,High,28,Male
404,2023-06-22,3,0.0,3057.0,1019.0,Electronics,Mid,46,Female
405,2023-11-11,4,0.0,6352.0,1588.0,Fashion,High,23,Female
406,2023-03-14,4,0.0,3420.0,855.0,Electronics,High,31,Male
407,2023-06-11,4,0.0,16252.0,4063.0,Fashion,Mid,44,Female
408,2023-07-28,1,0.2,562.4,703.0,Fashion,Mid,57,Female
409,2023-07-23,4,0.0,10412.0,2603.0,Electronics,Low,55,Male
410,2023-01-12,3,0.1,4344.3,1609.0,Beauty,Mid,46,Male
411,2023-01-06,1,0.1,1350.9,1501.0,Fashion,High,37,Female
412,2023-03-25,4,0.0,6004.0,1501.0,Fashion,Low,23,Male
413,2023-10-18,1,0.0,1540.0,1540.0,Beauty,Mid,32,Male
414,2023-11-11,3,0.2,3897.6000000000004,1624.0,Beauty,Low,59,Male
415,2023-07-04,4,0.2,8352.0,2610.0,Fashion,Low,59,Female
416,2023-08-10,2,0.2,6772.8,4233.0,Beauty,High,36,Male
417,2023-03-15,1,0.2,1674.4,2093.0,Beauty,High,38,Female
418,2023-05-13,1,0.2,1299.2,1624.0,Beauty,Mid,58,Male
419,2023-01-21,3,0.0,4095.0,1365.0,Electronics,Low,35,Female
420,2023-04-15,2,0.0,8244.0,4122.0,Electronics,Mid,27,Female
421,2023-12-18,1,0.2,3250.4,4063.0,Fashion,Low,50,Male
422,2023-05-05,4,0.1,5403.6,1501.0,Fashion,Low,30,Male
423,2023-01-24,4,0.0,10400.0,2600.0,Fashion,Low,23,Male
424,2023-07-15,2,0.2,1696.0,1060.0,Electronics,Mid,37,Female
425,2023-01-13,3,0.0,2253.0,751.0,Beauty,High,26,Male
426,2023-06-06,4,0.0,13920.0,3480.0,Fashion,Low,49,Male
427,2023-04-16,4,0.0,3004.0,751.0,Beauty,High,37,Female
428,2023-08-25,3,0.1,6822.900000000001,2527.0,Electronics,Low,52,Female
429,2023-01-18,4,0.0,13700.0,3425.0,Electronics,High,30,Female
430,2023-05-03,3,0.1,6636.6,2458.0,Electronics,Low,49,Male
431,2023-01-21,1,0.0,2499.0,2499.0,Fashion,High,46,Female
432,2023-07-20,2,0.0,4706.0,2353.0,Beauty,Mid,51,Female
433,2023-08-13,3,0.2,6763.200000000001,2818.0,Electronics,Low,28,Female
434,2023-01-05,4,0.0,4076.0,1019.0,Electronics,Low,59,Female
435,2023-12-28,3,0.2,8138.400000000001,3391.0,Beauty,High,20,Male
436,2023-10-10,3,0.0,7371.0,2457.0,Electronics,Mid,53,Male
437,2023-04-07,1,0.2,3950.4,4938.0,Fashion,Mid,27,Male
438,2023-04-04,3,0.1,7028.1,2603.0,Electronics,Low,38,Female
439,2023-12-04,3,0.1,6636.6,2458.0,Electronics,Mid,43,Male
440,2023-12-26,3,0.2,5152.8,2147.0,Electronics,High,43,Female
441,2023-03-30,4,0.0,19780.0,4945.0,Electronics,Low,53,Male
442,2023-07-23,2,0.0,1398.0,699.0,Electronics,Mid,51,Female
443,2023-09-22,1,0.0,1624.0,1624.0,Beauty,Low,58,Female
444,2023-11-27,4,0.0,4076.0,1019.0,Electronics,High,26,Male
445,2023-01-12,2,0.0,9890.0,4945.0,Electronics,Mid,38,Female
446,2023-09-17,1,0.2,3906.4,4883.0,Beauty,High,22,Female
447,2023-06-17,1,0.2,437.6,547.0,Electronics,Mid,44,Male
448,2023-04-22,2,0.1,1258.2,699.0,Electronics,High,48,Female
449,2023-11-06,4,0.0,5460.0,1365.0,Electronics,High,56,Female
450,2023-03-11,3,0.2,5647.200000000001,2353.0,Beauty,High,56,Female
451,2023-09-03,3,0.2,4209.6,1754.0,Beauty,Low,60,Female
452,2023-05-11,3,0.1,6920.1,2563.0,Fashion,Low,41,Male
453,2023-03-29,1,0.1,4394.7,4883.0,Beauty,Mid,34,Female
454,2023-09-19,1,0.1,1883.7,2093.0,Beauty,Mid,21,Male
455,2023-03-11,1,0.0,1848.0,1848.0,Electronics,Low,55,Male
456,2023-04-08,4,0.2,9305.6,2908.0,Beauty,Low,19,Male
457,2023-04-25,4,0.2,2249.6,703.0,Fashion,Low,27,Female
458,2023-06-16,2,0.0,4186.0,2093.0,Beauty,High,42,Male
459,2023-08-25,2,0.0,2120.0,1060.0,Electronics,Mid,43,Male
460,2023-06-29,2,0.2,6595.200000000001,4122.0,Electronics,High,34,Male
461,2023-06-22,4,0.1,3078.0,855.0,Electronics,Mid,31,Female
462,2023-01-28,3,0.1,2308.5,855.0,Electronics,High,21,Male
463,2023-02-22,1,0.0,1060.0,1060.0,Electronics,Low,49,Male
464,2023-07-20,2,0.0,1856.0,928.0,Fashion,High,27,Female
465,2023-04-21,3,0.2,6264.0,2610.0,Fashion,Mid,52,Female
466,2023-03-24,3,0.2,3276.0,1365.0,Electronics,High,42,Male
467,2023-02-17,2,0.2,1318.4,824.0,Beauty,Low,42,Female
468,2023-10-13,1,0.1,3760.2000000000003,4178.0,Fashion,Mid,37,Female
469,2023-09-14,3,0.2,9751.2,4063.0,Fashion,High,52,Male
470,2023-03-13,3,0.1,13378.5,4955.0,Electronics,High,40,Male
471,2023-12-15,1,0.0,2353.0,2353.0,Beauty,High,25,Female
472,2023-03-02,3,0.0,2472.0,824.0,Beauty,High,39,Female
473,2023-05-19,2,0.1,1258.2,699.0,Electronics,Mid,19,Male
474,2023-04-07,2,0.2,1696.0,1060.0,Electronics,High,34,Male
475,2023-10-28,2,0.0,8188.0,4094.0,Fashion,Low,30,Male
476,2023-01-10,4,0.0,10412.0,2603.0,Electronics,High,23,Female
477,2023-08-12,2,0.0,9362.0,4681.0,Electronics,High,47,Male
478,2023-04-19,2,0.0,5200.0,2600.0,Fashion,Mid,57,Male
479,2023-03-05,1,0.0,2563.0,2563.0,Fashion,Mid,30,Male
480,2023-10-02,3,0.1,5175.900000000001,1917.0,Beauty,Mid,39,Female
481,2023-11-05,3,0.1,3685.5,1365.0,Electronics,Mid,38,Female
482,2024-01-01,2,0.0,3834.0,1917.0,Beauty,Mid,38,Male
483,2023-06-09,3,0.0,8406.0,2802.0,Fashion,High,48,Male
484,2023-04-09,2,0.0,3218.0,1609.0,Beauty,Mid,59,Male
485,2023-01-17,2,0.0,6680.0,3340.0,Beauty,Low,32,Female
486,2023-01-10,2,0.2,4164.8,2603.0,Electronics,High,40,Female
487,2023-07-25,2,0.1,1006.2,559.0,Fashion,Low,51,Female
488,2023-07-05,4,0.0,4076.0,1019.0,Electronics,Mid,33,Female
489,2023-09-01,3,0.2,6151.200000000001,2563.0,Fashion,Low,48,Male
490,2023-12-09,1,0.0,1501.0,1501.0,Fashion,Low,35,Male
491,2023-09-28,3,0.0,2343.0,781.0,Beauty,Low,37,Male
492,2023-06-03,1,0.2,3250.4,4063.0,Fashion,Low,18,Male
493,2023-01-29,4,0.2,5148.8,1609.0,Beauty,Low,58,Female
494,2023-12-12,2,0.0,1562.0,781.0,Beauty,Low,36,Male
495,2023-09-12,4,0.2,5913.6,1848.0,Electronics,Low,38,Female
496,2023-05-01,1,0.2,2080.0,2600.0,Fashion,High,37,Male
497,2023-01-15,3,0.1,7047.0,2610.0,Fashion,Mid,19,Male
498,2023-06-13,3,0.1,7608.6,2818.0,Electronics,High,24,Male
499,2023-07-30,4,0.2,4368.0,1365.0,Electronics,Mid,25,Male
500,2023-04-29,1,0.2,2542.4,3178.0,Beauty,Mid,58,Male
501,2023-07-26,3,0.0,4827.0,1609.0,Beauty,Low,50,Male
502,2023-07-30,2,0.1,5072.400000000001,2818.0,Electronics,Low,45,Male
503,2023-05-11,4,0.2,15824.0,4945.0,Electronics,Low,50,Male
504,2023-02-05,3,0.2,1677.6000000000001,699.0,Electronics,High,26,Male
505,2023-11-06,4,0.0,6276.0,1569.0,Beauty,Low,35,Male
506,2023-07-25,2,0.1,4548.6,2527.0,Electronics,Mid,33,Female
507,2023-03-22,3,0.1,2108.7000000000003,781.0,Beauty,High,59,Male
508,2023-09-27,3,0.0,7374.0,2458.0,Electronics,Mid,51,Female
509,2023-11-07,2,0.1,3326.4,1848.0,Electronics,Low,32,Male
510,2023-03-24,4,0.1,5648.400000000001,1569.0,Beauty,High,18,Male
511,2023-09-13,1,0.0,1265.0,1265.0,Beauty,Low,49,Male
512,2023-01-09,1,0.1,2211.3,2457.0,Electronics,High,34,Female
513,2023-10-12,3,0.1,4236.3,1569.0,Beauty,High,28,Female
514,2023-12-04,4,0.0,13920.0,3480.0,Fashion,High,22,Male
515,2023-07-12,4,0.0,8588.0,2147.0,Electronics,High,36,Male
516,2023-05-02,2,0.0,3002.0,1501.0,Fashion,High,60,Female
517,2023-10-22,3,0.0,4827.0,1609.0,Beauty,Mid,26,Female
518,2023-01-12,4,0.0,10412.0,2603.0,Electronics,Low,19,Male
519,2023-08-03,4,0.0,8372.0,2093.0,Beauty,High,35,Male
520,2023-02-05,2,0.2,7489.6,4681.0,Electronics,High,36,Female
521,2023-02-17,3,0.0,2784.0,928.0,Fashion,Mid,25,Female
522,2023-11-09,1,0.0,3880.0,3880.0,Fashion,High,27,Female
523,2023-03-17,1,0.1,1138.5,1265.0,Beauty,Mid,47,Male
524,2023-12-13,1,0.0,1917.0,1917.0,Beauty,Low,19,Male
525,2023-11-12,2,0.1,3767.4,2093.0,Beauty,Low,59,Male
526,2023-10-26,4,0.2,9017.6,2818.0,Electronics,High,43,Female
527,2023-11-18,4,0.2,6134.400000000001,1917.0,Beauty,Low,41,Female
528,2023-12-19,1,0.1,1578.6000000000001,1754.0,Beauty,High,60,Female
529,2023-07-25,2,0.0,9890.0,4945.0,Electronics,Low,44,Female
530,2023-03-19,2,0.2,3764.8,2353.0,Beauty,Low,19,Male
531,2023-04-11,3,0.2,5896.8,2457.0,Electronics,High,37,Male
532,2023-05-11,4,0.1,13968.0,3880.0,Fashion,Low,44,Female
533,2023-06-02,2,0.1,8789.4,4883.0,Beauty,Low,35,Female
534,2023-10-13,2,0.0,1502.0,751.0,Beauty,Low,52,Female
535,2023-04-07,3,0.0,6441.0,2147.0,Electronics,Mid,20,Male
536,2023-12-01,1,0.2,1012.0,1265.0,Beauty,Low,49,Male
537,2023-06-19,1,0.0,2818.0,2818.0,Electronics,Low,28,Male
538,2023-12-26,3,0.1,7028.1,2603.0,Electronics,Low,23,Male
539,2023-06-01,4,0.1,4536.0,1260.0,Beauty,Mid,25,Female
540,2023-10-25,1,0.0,3040.0,3040.0,Beauty,Mid,42,Female
541,2023-11-03,3,0.1,6920.1,2563.0,Fashion,Low,44,Male
542,2023-04-14,3,0.0,5544.0,1848.0,Electronics,Mid,48,Female
543,2023-10-29,4,0.0,16488.0,4122.0,Electronics,Mid,57,Female
544,2023-12-06,3,0.0,8724.0,2908.0,Beauty,Mid,44,Male
545,2023-09-03,1,0.0,3480.0,3480.0,Fashion,Mid,20,Female
546,2023-04-14,3,0.0,2109.0,703.0,Fashion,Mid,36,Female
547,2023-08-31,4,0.1,15040.800000000001,4178.0,Fashion,High,26,Male
548,2023-03-07,2,0.0,3508.0,1754.0,Beauty,Mid,41,Male
549,2023-10-29,3,0.0,2253.0,751.0,Beauty,Low,19,Male
550,2023-05-12,4,0.1,7534.8,2093.0,Beauty,Mid,50,Male
551,2023-09-25,3,0.1,10886.4,4032.0,Beauty,Low,30,Male
552,2023-02-06,2,0.2,1124.8,703.0,Fashion,Low,26,Female
553,2023-04-05,2,0.2,7928.0,4955.0,Electronics,Mid,32,Male
554,2023-03-01,3,0.0,14232.0,4744.0,Fashion,Mid,43,Female
555,2023-06-29,1,0.2,1965.6000000000001,2457.0,Electronics,Mid,51,Male
556,2023-07-03,1,0.0,3178.0,3178.0,Beauty,High,43,Female
557,2023-04-21,4,0.1,5403.6,1501.0,Fashion,Low,41,Male
558,2023-09-10,3,0.0,9534.0,3178.0,Beauty,Low,20,Male
559,2023-04-03,3,0.0,6441.0,2147.0,Electronics,Mid,21,Male
560,2023-01-17,4,0.0,13360.0,3340.0,Beauty,Mid,48,Female
561,2023-06-21,2,0.0,8188.0,4094.0,Fashion,Mid,50,Male
562,2023-09-07,3,0.0,11640.0,3880.0,Fashion,High,35,Female
563,2023-08-22,4,0.2,6697.6,2093.0,Beauty,Low,52,Male
564,2023-01-29,2,0.0,1648.0,824.0,Beauty,Low,59,Female
565,2023-03-12,3,0.0,12189.0,4063.0,Fashion,Mid,37,Female
566,2023-03-28,3,0.0,6693.0,2231.0,Fashion,Mid,52,Female
567,2023-12-30,3,0.0,2472.0,824.0,Beauty,Mid,47,Male
568,2023-03-13,4,0.2,8352.0,2610.0,Fashion,High,26,Male
569,2023-09-09,2,0.0,9782.0,4891.0,Beauty,Low,37,Female
570,2023-08-18,4,0.2,5020.8,1569.0,Beauty,Mid,31,Female
571,2023-07-29,1,0.0,3425.0,3425.0,Electronics,Low,32,Male
572,2023-03-06,1,0.0,1501.0,1501.0,Fashion,High,49,Female
573,2023-05-17,2,0.2,1696.0,1060.0,Electronics,High,33,Male
574,2023-11-05,3,0.2,10159.2,4233.0,Beauty,Mid,30,Male
575,2023-11-07,3,0.1,2505.6,928.0,Fashion,High,40,Female
576,2023-11-19,1,0.1,1461.6000000000001,1624.0,Beauty,Mid,60,Male
577,2023-02-27,3,0.2,1874.4,781.0,Beauty,Low,30,Female
578,2023-08-16,2,0.1,1351.8,751.0,Beauty,Mid,34,Female
579,2023-01-09,4,0.2,5148.8,1609.0,Beauty,High,41,Male
580,2023-04-17,4,0.0,7392.0,1848.0,Electronics,Low,24,Male
581,2023-01-13,1,0.0,1917.0,1917.0,Beauty,Mid,30,Male
582,2023-03-14,4,0.0,3712.0,928.0,Fashion,Low,37,Female
583,2023-09-19,4,0.0,16128.0,4032.0,Beauty,High,28,Female
584,2023-11-26,4,0.0,16252.0,4063.0,Fashion,High,54,Male
585,2023-07-10,1,0.2,1478.4,1848.0,Electronics,High,58,Female
586,2023-03-23,2,0.0,6680.0,3340.0,Beauty,Mid,25,Male
587,2023-10-08,1,0.1,3760.2000000000003,4178.0,Fashion,High,37,Male
588,2023-12-24,3,0.1,3402.0,1260.0,Beauty,High,51,Female
589,2023-04-28,2,0.0,8064.0,4032.0,Beauty,High,50,Male
590,2023-05-19,4,0.0,10412.0,2603.0,Electronics,Low,38,Female
591,2023-10-29,2,0.0,9876.0,4938.0,Fashion,Low,34,Male
592,2023-12-23,4,0.0,5040.0,1260.0,Beauty,High,20,Male
593,2023-08-12,1,0.2,848.0,1060.0,Electronics,Low,36,Male
594,2023-01-08,4,0.0,10400.0,2600.0,Fashion,High,20,Male
595,2023-11-06,4,0.0,19532.0,4883.0,Beauty,Low,19,Male
596,2023-04-30,4,0.0,9412.0,2353.0,Beauty,Mid,47,Female
597,2023-03-09,1,0.0,4945.0,4945.0,Electronics,Low,50,Male
598,2023-11-10,2,0.1,5234.400000000001,2908.0,Beauty,Low,49,Male
599,2023-09-27,2,0.2,7590.400000000001,4744.0,Fashion,Mid,31,Female
600,2023-10-27,1,0.1,503.1,559.0,Fashion,Mid,43,Male
601,2023-05-24,4,0.0,16376.0,4094.0,Fashion,Mid,27,Male
602,2023-05-10,2,0.1,2923.2000000000003,1624.0,Beauty,Low,23,Female
603,2023-01-10,4,0.0,6436.0,1609.0,Beauty,High,41,Male
604,2023-09-25,3,0.2,2544.0,1060.0,Electronics,High,51,Male
605,2023-03-14,4,0.1,14738.4,4094.0,Fashion,High,47,Female
606,2023-09-18,3,0.0,4827.0,1609.0,Beauty,Low,28,Male
607,2023-07-20,2,0.0,4914.0,2457.0,Electronics,High,47,Female
608,2023-08-16,3,0.0,14814.0,4938.0,Fashion,High,35,Male
609,2023-12-20,3,0.2,11738.400000000001,4891.0,Beauty,High,24,Male
610,2023-10-18,3,0.1,6636.6,2458.0,Electronics,Mid,30,Female
611,2023-08-01,2,0.2,4483.2,2802.0,Fashion,High,48,Female
612,2023-05-14,2,0.2,3764.8,2353.0,Beauty,Low,58,Female
613,2023-02-09,4,0.0,2188.0,547.0,Electronics,Low,57,Female
614,2023-08-04,3,0.0,5262.0,1754.0,Beauty,Mid,29,Female
615,2023-08-26,1,0.2,2432.0,3040.0,Beauty,High,43,Female
616,2023-06-24,3,0.0,12189.0,4063.0,Fashion,Mid,60,Male
617,2023-04-06,2,0.1,2772.0,1540.0,Beauty,Low,27,Male
618,2023-07-01,4,0.1,6901.2,1917.0,Beauty,High,22,Female
619,2023-04-25,2,0.2,875.2,547.0,Electronics,Low,57,Female
620,2023-04-23,1,0.0,2353.0,2353.0,Beauty,Mid,25,Female
621,2023-10-27,1,0.2,1966.4,2458.0,Electronics,Mid,57,Female
622,2023-01-06,4,0.1,5648.400000000001,1569.0,Beauty,High,48,Male
623,2023-05-26,2,0.1,2772.0,1540.0,Beauty,Low,38,Female
624,2023-09-24,4,0.1,5846.400000000001,1624.0,Beauty,High,36,Female
625,2023-04-24,1,0.2,1999.2,2499.0,Fashion,Low,23,Female
626,2023-06-16,1,0.1,3492.0,3880.0,Fashion,High,31,Female
627,2023-02-08,3,0.0,7374.0,2458.0,Electronics,High,24,Female
628,2023-04-05,2,0.2,4160.0,2600.0,Fashion,High,52,Male
629,2023-09-28,3,0.0,3780.0,1260.0,Beauty,Mid,20,Male
630,2023-11-01,1,0.0,2147.0,2147.0,Electronics,Mid,51,Male
631,2023-04-15,3,0.0,12366.0,4122.0,Electronics,High,43,Female
632,2023-07-07,2,0.0,8700.0,4350.0,Beauty,High,43,Male
633,2023-11-28,4,0.0,4240.0,1060.0,Electronics,Mid,31,Female
634,2023-09-03,3,0.0,1641.0,547.0,Electronics,Mid,37,Female
635,2023-05-01,3,0.1,6353.1,2353.0,Beauty,Mid,51,Male
636,2023-10-22,3,0.0,3795.0,1265.0,Beauty,Low,47,Female
637,2023-05-05,4,0.1,10144.800000000001,2818.0,Electronics,Low,44,Female
638,2023-01-25,2,0.2,3348.8,2093.0,Beauty,Low,59,Female
639,2023-02-07,2,0.2,2574.4,1609.0,Beauty,High,57,Female
640,2023-08-06,1,0.2,2712.8,3391.0,Beauty,High,22,Male
641,2023-12-10,1,0.1,4394.7,4883.0,Beauty,High,55,Female
642,2023-06-16,2,0.0,5200.0,2600.0,Fashion,Mid,56,Male
643,2023-07-11,3,0.0,9534.0,3178.0,Beauty,Low,48,Female
644,2023-06-27,4,0.1,12024.0,3340.0,Beauty,Mid,38,Male
645,2023-08-20,3,0.0,5751.0,1917.0,Beauty,Mid,18,Male
646,2023-10-28,4,0.1,5846.400000000001,1624.0,Beauty,Low,24,Female
647,2023-08-23,3,0.2,2544.0,1060.0,Electronics,High,26,Male
648,2023-01-23,1,0.2,1966.4,2458.0,Electronics,Low,37,Male
649,2023-10-15,1,0.2,2254.4,2818.0,Electronics,High,18,Male
650,2023-07-22,1,0.0,1917.0,1917.0,Beauty,High,36,Male
651,2023-09-10,2,0.2,7912.0,4945.0,Electronics,Low,43,Male
652,2023-01-15,4,0.2,11136.0,3480.0,Fashion,Mid,34,Female
653,2023-05-17,1,0.2,1008.0,1260.0,Beauty,Mid,27,Male
654,2023-10-15,4,0.1,3340.8,928.0,Fashion,High,55,Female
655,2023-08-16,1,0.2,2542.4,3178.0,Beauty,Low,37,Male
656,2023-10-16,3,0.0,4095.0,1365.0,Electronics,High,24,Female
657,2023-05-10,3,0.1,7608.6,2818.0,Electronics,Mid,23,Female
658,2023-02-26,4,0.2,6697.6,2093.0,Beauty,Low,51,Male
659,2023-05-26,1,0.2,3964.0,4955.0,Electronics,Low,23,Male
660,2023-05-25,4,0.0,12160.0,3040.0,Beauty,Mid,37,Female
661,2023-06-12,4,0.1,10944.0,3040.0,Beauty,High,56,Male
662,2023-09-30,2,0.1,3767.4,2093.0,Beauty,High,47,Female
663,2023-07-28,1,0.1,2860.2000000000003,3178.0,Beauty,Low,29,Female
664,2023-08-04,1,0.1,1350.9,1501.0,Fashion,Low,56,Male
665,2023-11-28,1,0.2,437.6,547.0,Electronics,High,38,Female
666,2023-01-24,4,0.0,8588.0,2147.0,Electronics,Mid,36,Female
667,2023-07-29,2,0.0,4914.0,2457.0,Electronics,High,19,Male
668,2023-04-19,4,0.0,16488.0,4122.0,Electronics,Mid,46,Male
669,2023-08-17,3,0.0,1677.0,559.0,Fashion,Mid,46,Female
670,2023-05-09,1,0.1,2349.0,2610.0,Fashion,High,53,Female
671,2023-12-28,1,0.0,2499.0,2499.0,Fashion,Mid,55,Female
672,2023-06-10,2,0.2,2401.6,1501.0,Fashion,Mid,21,Female
673,2023-01-19,3,0.0,4827.0,1609.0,Beauty,Low,53,Female
674,2023-10-30,1,0.0,1260.0,1260.0,Beauty,High,20,Male
675,2023-12-25,4,0.2,10169.6,3178.0,Beauty,High,37,Male
676,2023-06-21,2,0.2,7825.6,4891.0,Beauty,Low,21,Female
677,2023-09-09,2,0.2,875.2,547.0,Electronics,Mid,56,Male
678,2023-12-21,1,0.0,1569.0,1569.0,Beauty,Mid,46,Female
679,2023-01-04,2,0.0,5220.0,2610.0,Fashion,Low,20,Male
680,2023-05-03,3,0.0,12282.0,4094.0,Fashion,High,21,Male
681,2023-03-07,4,0.1,5648.400000000001,1569.0,Beauty,High,37,Female
682,2023-04-01,2,0.0,9782.0,4891.0,Beauty,High,57,Female
683,2023-09-30,3,0.1,8208.0,3040.0,Beauty,Mid,47,Male
684,2023-12-26,1,0.0,4891.0,4891.0,Beauty,Mid,57,Male
685,2023-04-17,2,0.1,8919.0,4955.0,Electronics,Mid,33,Female
686,2023-05-16,4,0.1,15238.800000000001,4233.0,Beauty,Low,60,Female
687,2023-04-24,2,0.0,8064.0,4032.0,Beauty,Low,30,Female
688,2023-07-29,2,0.0,8126.0,4063.0,Fashion,High,39,Female
689,2023-01-29,2,0.1,2858.4,1588.0,Fashion,Mid,53,Female
690,2023-04-03,4,0.0,16252.0,4063.0,Fashion,Mid,32,Male
691,2023-04-12,2,0.0,2730.0,1365.0,Electronics,Mid,28,Female
692,2023-10-11,1,0.2,3297.6000000000004,4122.0,Electronics,Mid,44,Male
693,2023-04-08,1,0.0,4681.0,4681.0,Electronics,Mid,28,Female
694,2023-09-06,4,0.2,8320.0,2600.0,Fashion,Low,36,Male
695,2023-08-02,3,0.0,7830.0,2610.0,Fashion,Low,30,Male
696,2023-08-06,2,0.0,1094.0,547.0,Electronics,High,25,Male
697,2023-03-26,1,0.0,1260.0,1260.0,Beauty,Low,47,Female
698,2023-05-31,3,0.1,12808.800000000001,4744.0,Fashion,Mid,52,Male
699,2023-11-14,2,0.1,4685.400000000001,2603.0,Electronics,High,22,Female
700,2023-03-14,4,0.0,16932.0,4233.0,Beauty,Mid,50,Male
701,2023-09-14,2,0.0,8188.0,4094.0,Fashion,Mid,59,Female
702,2023-08-14,3,0.0,12534.0,4178.0,Fashion,Mid,18,Male
703,2023-12-14,3,0.2,6240.0,2600.0,Fashion,Mid,25,Male
704,2023-02-04,4,0.0,5040.0,1260.0,Beauty,High,43,Female
705,2023-05-08,4,0.0,5060.0,1265.0,Beauty,High,60,Male
706,2023-12-16,1,0.0,824.0,824.0,Beauty,Low,23,Male
707,2023-09-29,2,0.2,4160.0,2600.0,Fashion,Mid,44,Female
708,2023-01-28,3,0.0,7581.0,2527.0,Electronics,Low,27,Female
709,2023-11-20,3,0.2,3696.0,1540.0,Beauty,Low,50,Male
710,2023-07-10,2,0.0,1406.0,703.0,Fashion,Mid,37,Female
711,2023-05-17,4,0.1,10468.800000000001,2908.0,Beauty,High,37,Female
712,2023-09-30,1,0.0,4891.0,4891.0,Beauty,Mid,30,Female
713,2023-06-27,3,0.0,7371.0,2457.0,Electronics,Low,53,Female
714,2023-10-17,4,0.0,3296.0,824.0,Beauty,High,20,Female
715,2023-05-21,1,0.1,2249.1,2499.0,Fashion,High,37,Female
716,2023-11-27,4,0.2,8201.6,2563.0,Fashion,Low,45,Male
717,2023-08-01,2,0.2,7812.8,4883.0,Beauty,Mid,38,Male
718,2023-08-13,3,0.0,8454.0,2818.0,Electronics,Low,25,Female
719,2023-02-06,3,0.2,3024.0,1260.0,Beauty,High,55,Male
720,2023-12-27,4,0.1,12330.0,3425.0,Electronics,Low,38,Female
721,2023-08-17,3,0.0,11640.0,3880.0,Fashion,Low,58,Female
722,2023-01-26,4,0.0,3296.0,824.0,Beauty,Mid,56,Male
723,2023-07-02,4,0.2,13190.400000000001,4122.0,Electronics,Mid,29,Female
724,2023-06-21,2,0.2,2184.0,1365.0,Electronics,Low,54,Male
725,2023-01-10,4,0.0,8588.0,2147.0,Electronics,High,57,Female
726,2023-12-12,1,0.2,3744.8,4681.0,Electronics,Low,29,Female
727,2023-12-25,2,0.2,4483.2,2802.0,Fashion,Mid,36,Female
728,2023-01-10,3,0.0,2343.0,781.0,Beauty,Mid,38,Male
